term,d_median,d_ci_low,d_ci_high
avatar_c,0.5430381658022494,0.021272619895763702,1.0705688033693712
sentiment_c,0.7249738606526253,0.41931811900449345,1.045989080182443
avatar_c:sentiment_c,0.19545052061608614,-0.16471098635386883,0.5612389713435076
