term,d_median,d_ci_low,d_ci_high
avatar_c,1.9632939860944947,0.8859473782550547,3.074853299722562
sentiment_c,0.32508743034807736,0.11721219669122801,0.5154434972271679
avatar_c:sentiment_c,-0.2697592589841403,-0.6350349799217355,0.09207356133485792
